acceptedPaymentMethod,addressCountry,addressLocality,aggregateRating,alternateName,areaServed,availableSpotNumber,chargingStations,closingHours,contactPointEMail,contactPointTelephone,dayEnd,dayStart,description,district,facilities,familyParkingSpots,forbiddenVehicleType,fullParkingSiteId,goodwillPeriodInMinutes,googlePlaceId,handicappedParkingSpots,highestFloor,images,lat,location,location_centroid,lon,lowestFloor,maximumAllowedHeight,maximumAllowedWidth,maximumParkingDuration,name,numberOfPayingStations,observationDateTime,occupiedSpotNumber,openingHours,outOfServiceSlotNumber,parkingSiteId,parking_type,postalCode,priceModelValidFor24h,prices,provider,specialLocation,staticName,staticParkingSiteId,staticStatus,staticTotalSpotNumber,status,streetAddress,streetAddressDriveway,streetAddressExit,totalAvailableSpotNumber,totalSpotNumber,trend,website,womenParkingSpots
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T00:54:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T00:59:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:04:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:09:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:14:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:14:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:19:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:19:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:24:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:29:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1 Poststrasse,,2023-07-10T01:30:00.000+00:00,11.0,,,1,,,,,,,,,,,Offen,,,,,528.0,0.0,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:34:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:34:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:39:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:44:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:49:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:49:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:54:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1 Poststrasse,,2023-07-10T01:55:00.000+00:00,11.0,,,1,,,,,,,,,,,Offen,,,,,528.0,0.0,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T01:59:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:04:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:09:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:14:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:14:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:19:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:24:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:24:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:29:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:34:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:39:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:44:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:50:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1 Poststrasse,,2023-07-10T02:50:00.000+00:00,11.0,,,1,,,,,,,,,,,Offen,,,,,528.0,0.0,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T02:54:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1 Poststrasse,,2023-07-10T02:55:00.000+00:00,11.0,,,1,,,,,,,,,,,Offen,,,,,528.0,0.0,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:00:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:04:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:09:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:14:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:19:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.0833333,Poststraße,Zentrum,517.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:24:00.000+00:00,11.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.2727273,Poststraße,Zentrum,516.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:29:00.000+00:00,12.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
,,,2.2727273,Poststraße,Zentrum,516.0,,,,,,,constant,,,,,,,,,,,,"{'coordinates': [8.690463803, 49.407817923], 'type': 'Point'}","49.407817923, 8.690463803",,,180.0,240.0,,P1 Poststraße,,2023-07-10T03:34:00.000+00:00,12.0,,64.0,,,,,,,,,,,,spacesAvailable,,,,528.0,592.0,,,
